Region,Age,Year,MortalityCoefficient
1,17,2010,0.0002966478789676654
1,17,2011,0.0001985545230720356
1,17,2012,0.00022809351834252042
1,17,2013,0.00028560208489521974
1,17,2014,7.181070697641019e-05
1,17,2015,0.00017637306430561925
1,17,2016,0.00018153432814145155
1,17,2017,0.0001466275659824047
1,17,2018,0.00019653315514327267
1,17,2019,0.00016429803663846218
1,17,2020,0.00016949870757235476
1,17,2021,0.00029469961689049804
1,17,2022,0.00025063703579932326
1,17,2023,7.889235138653307e-05
1,18,2000,0.00011409880956908683
1,18,2001,0.0003235547886108714
1,18,2002,6.935053226533514e-05
1,18,2003,0.0001672688344707614
1,18,2004,0.00020048115477145148
1,18,2005,0.0002574002574002574
1,18,2006,6.378568011481423e-05
1,18,2007,3.1293027913380896e-05
1,18,2008,0.000216691431401684
1,18,2009,0.00011835370003254727
1,18,2010,0.00021325209444021326
1,18,2011,0.00024206481285364155
1,18,2012,0.00014997450433426316
1,18,2013,0.00011949215832710978
1,18,2014,0.00015200340487626923
1,18,2015,0.00012102508244833742
1,18,2016,0.00018862586060548902
1,18,2017,0.0003566174831721125
1,18,2018,0.00043146222548215906
1,18,2019,0.0002898910837785232
1,18,2020,0.0004260428366706689
1,18,2021,0.00024075114356793194
1,18,2022,0.00012112892154883515
1,18,2023,0.0002866502866502866
1,19,2000,0.0006647168306301516
1,19,2001,0.0002737351156530864
1,19,2002,0.0001743071291615827
1,19,2003,0.000125250501002004
1,19,2004,0.0004247727465805794
1,19,2005,0.00039306459361488407
1,19,2006,0.00030446696533426124
1,19,2007,0.0005434536479326117
1,19,2008,0.00013847858197932054
1,19,2009,0.00028401022436807724
1,19,2010,0.0005767012687427913
1,19,2011,0.00023253650823179238
1,19,2012,0.00036302582021146255
1,19,2013,0.00018958244466562397
1,19,2014,0.00037891346563728506
1,19,2015,0.0004826953709513926
1,19,2016,0.0002831657935721365
1,19,2017,0.00022503262973131105
1,19,2018,0.0003912022950534643
1,19,2019,0.000297189437038295
1,19,2020,0.00035869435255669364
1,19,2021,0.0004570906182150611
1,19,2022,0.0004295071405562117
1,19,2023,0.00032391578189670686
3,0,2000,0.0003540825720558034
3,0,2001,0.0006561918996755495
3,0,2002,0.0004420866489832007
3,0,2003,0.0003151964067609629
3,0,2004,0.0002891128366099455
3,0,2005,0.00025551486244783237
3,0,2006,0.0002531538753639087
3,0,2007,0.00033447612676645205
3,0,2008,0.00035560472559168676
3,0,2009,0.0004949929558694742
3,0,2010,0.00032449972958355867
3,0,2011,0.00027726752850656776
3,0,2012,0.00046821176549279286
3,0,2013,0.0005011191661377075
3,0,2014,0.0002896498455200824
3,0,2015,0.00015976993129892953
3,0,2016,0.000125035166140477
3,0,2017,0.00024685262898049864
3,0,2018,0.00023581429624170965
3,0,2019,0.00018238745174332005
3,0,2020,0.00042684228177688343
3,0,2021,0.00018144429660094352
3,0,2022,0.00039077764751856197
3,0,2023,0.00021505376344086021
3,1,2000,4.386542088871343e-05
3,1,2001,4.355969856688592e-05
3,1,2002,8.309098462816784e-05
3,1,2003,0.0
3,1,2004,7.85391714117416e-05
3,1,2005,0.00018331133597301657
3,1,2006,3.773157755725767e-05
3,1,2007,3.7956426022925684e-05
3,1,2008,0.00015404760070861895
3,1,2009,0.000124538170949396
3,1,2010,0.00012781730646329513
3,1,2011,4.0736516213133455e-05
3,1,2012,0.0
3,1,2013,0.00011578541103820918
3,1,2014,7.862562409089122e-05
3,1,2015,7.842214641414736e-05
3,1,2016,4.156967076820751e-05
3,1,2017,8.618089369586763e-05
3,1,2018,4.450180232299408e-05
3,1,2019,8.962982880702697e-05
3,1,2020,4.291477126426916e-05
3,1,2021,8.330209504769044e-05
3,1,2022,8.62738331464067e-05
3,1,2023,8.669643244180502e-05
3,2,2000,0.0
3,2,2001,4.390586582367404e-05
3,2,2002,0.0
3,2,2003,0.0
3,2,2004,3.9306631028654534e-05
3,2,2005,7.340527049842179e-05
3,2,2006,3.568879371877231e-05
3,2,2007,3.377465549851391e-05
3,2,2008,0.0
3,2,2009,3.3571692349011314e-05
3,2,2010,3.394087499575739e-05
3,2,2011,0.0
3,2,2012,3.640334910811795e-05
3,2,2013,0.0
3,2,2014,3.8519317437695e-05
3,2,2015,0.0
3,2,2016,7.471049682480388e-05
3,2,2017,3.590922148807814e-05
3,2,2018,0.0
3,2,2019,0.0
3,2,2020,3.274287024000524e-05
3,2,2021,6.395088571976722e-05
3,2,2022,3.192746080904186e-05
3,2,2023,0.0
3,3,2000,0.0
3,3,2001,0.0
3,3,2002,0.00011653313911143482
3,3,2003,5.584252408208851e-05
3,3,2004,0.0
3,3,2005,2.879272120008062e-05
3,3,2006,2.841312686461145e-05
3,3,2007,0.0
3,3,2008,0.0
3,3,2009,0.0
3,3,2010,0.0
3,3,2011,0.0
3,3,2012,8.222669900916828e-05
3,3,2013,0.0
3,3,2014,0.0
3,3,2015,0.0
3,3,2016,0.0
3,3,2017,0.0
3,3,2018,0.0
3,3,2019,4.273321652920815e-05
3,3,2020,0.0
3,3,2021,0.0
3,3,2022,3.8663779771110426e-05
3,3,2023,3.9391790750807535e-05
3,4,2000,0.0
3,4,2001,0.0
3,4,2002,0.0
3,4,2003,0.0
3,4,2004,0.0
3,4,2005,0.0
3,4,2006,0.0
3,4,2007,0.0
3,4,2008,4.325259515570934e-05
3,4,2009,0.0
3,4,2010,0.0
3,4,2011,0.0
3,4,2012,0.0
3,4,2013,3.90960982093987e-05
3,4,2014,3.664077385314378e-05
3,4,2015,3.566333808844508e-05
3,4,2016,0.0
3,4,2017,6.828968484310445e-05
3,4,2018,0.0
3,4,2019,3.3923604043693604e-05
3,4,2020,6.842051246963839e-05
3,4,2021,0.0
3,4,2022,0.0
3,4,2023,7.642630593450266e-05
3,5,2000,0.0
3,5,2001,0.0
3,5,2002,3.567606136282554e-05
3,5,2003,0.0
3,5,2004,0.0
3,5,2005,6.491188212002208e-05
3,5,2006,3.17309217832778e-05
3,5,2007,3.16987352204647e-05
3,5,2008,0.0
3,5,2009,0.0
3,5,2010,5.786367318597385e-05
3,5,2011,0.0
3,5,2012,2.790645755427806e-05
3,5,2013,0.0
3,5,2014,0.0
3,5,2015,2.8435749424176075e-05
3,5,2016,4.19533478771606e-05
3,5,2017,0.0
3,5,2018,0.0
3,5,2019,0.0
3,5,2020,4.195510803440319e-05
3,5,2021,8.269930532583527e-05
3,5,2022,0.0
3,5,2023,0.0
3,6,2000,3.7942024586431934e-05
3,6,2001,3.793195008155369e-05
3,6,2002,0.0
3,6,2003,4.182000669120107e-05
3,6,2004,0.0
3,6,2005,0.0
3,6,2006,0.0
3,6,2007,0.0
3,6,2008,0.0
3,6,2009,3.898027598035394e-05
3,6,2010,0.0
3,6,2011,0.0
3,6,2012,0.0
3,6,2013,0.0
3,6,2014,0.0
3,6,2015,0.0
3,6,2016,0.0
3,6,2017,0.0
3,6,2018,0.0
3,6,2019,4.2896362388469456e-05
3,6,2020,0.0
3,6,2021,0.0
3,6,2022,3.86010962711341e-05
3,6,2023,0.0
3,7,2000,0.0
3,7,2001,0.0
3,7,2002,0.0
3,7,2003,0.0
3,7,2004,0.0
3,7,2005,0.0
3,7,2006,0.0
3,7,2007,0.0
3,7,2008,0.0
3,7,2009,0.0
3,7,2010,3.6327968903258616e-05
3,7,2011,0.0
3,7,2012,0.0
3,7,2013,0.0
3,7,2014,0.0
3,7,2015,0.0
3,7,2016,0.0
3,7,2017,3.00147072065312e-05
3,7,2018,0.0
3,7,2019,0.0
3,7,2020,2.861066605630579e-05
3,7,2021,0.0
3,7,2022,0.0
3,7,2023,0.0
3,8,2000,0.0
3,8,2001,0.0
3,8,2002,4.445432318292954e-05
3,8,2003,0.0
3,8,2004,4.526935264825713e-05
3,8,2005,0.0
3,8,2006,0.0
3,8,2007,4.12847824291966e-05
3,8,2008,0.0
3,8,2009,0.0
3,8,2010,0.0
3,8,2011,0.0
3,8,2012,4.276428327061238e-05
3,8,2013,0.0
3,8,2014,0.0
3,8,2015,3.96463545177021e-05
3,8,2016,4.005607850991388e-05
3,8,2017,0.0
3,8,2018,4.1399296211964395e-05
3,8,2019,0.0
3,8,2020,0.0
3,8,2021,0.0
3,8,2022,0.0
3,8,2023,4.4895393732603036e-05
3,9,2000,0.0
3,9,2001,0.0
3,9,2002,0.0
3,9,2003,0.0
3,9,2004,0.0
3,9,2005,0.0
3,9,2006,4.174668113884946e-05
3,9,2007,0.0
3,9,2008,0.0
3,9,2009,0.0
3,9,2010,0.0
3,9,2011,3.446730775859098e-05
3,9,2012,0.0
3,9,2013,0.0
3,9,2014,0.0
3,9,2015,0.0
3,9,2016,0.0
3,9,2017,0.0
3,9,2018,0.0
3,9,2019,3.8844002486016156e-05
3,9,2020,0.0
3,9,2021,3.6836482852617235e-05
3,9,2022,0.0
3,9,2023,3.367003367003367e-05
3,10,2000,3.271180896303566e-05
3,10,2001,0.0
3,10,2002,0.0
3,10,2003,0.0
3,10,2004,0.0
3,10,2005,0.0
3,10,2006,0.0
3,10,2007,0.0
3,10,2008,0.0
3,10,2009,0.0
3,10,2010,0.0
3,10,2011,0.0
3,10,2012,4.536793394428818e-05
3,10,2013,0.0
3,10,2014,0.0
3,10,2015,4.2935039285560944e-05
3,10,2016,0.0
3,10,2017,3.8229222417616025e-05
3,10,2018,0.0
3,10,2019,0.0
3,10,2020,0.0
3,10,2021,4.2852245457661984e-05
3,10,2022,0.0
3,10,2023,0.0
3,11,2000,0.0
3,11,2001,7.979572294924992e-05
3,11,2002,8.21962847279303e-05
3,11,2003,4.129160128829796e-05
3,11,2004,0.0
3,11,2005,0.0
3,11,2006,0.0
3,11,2007,0.0
3,11,2008,0.0
3,11,2009,0.0
3,11,2010,0.0
3,11,2011,0.0
3,11,2012,0.0
3,11,2013,0.0
3,11,2014,0.0
3,11,2015,0.0
3,11,2016,0.0
3,11,2017,0.0
3,11,2018,0.0
3,11,2019,0.0
3,11,2020,0.0
3,11,2021,0.0
3,11,2022,0.0
3,11,2023,0.0
3,12,2000,0.0
3,12,2001,0.0
3,12,2002,3.829363559776365e-05
3,12,2003,0.0
3,12,2004,3.847781753818924e-05
3,12,2005,0.0
3,12,2006,3.637951105937136e-05
3,12,2007,0.0
3,12,2008,3.322921512593873e-05
3,12,2009,0.0
3,12,2010,3.1781344350866045e-05
3,12,2011,0.0
3,12,2012,2.9973323741869737e-05
3,12,2013,0.0
3,12,2014,0.0
3,12,2015,0.0
3,12,2016,0.0
3,12,2017,0.0
3,12,2018,4.413646996513219e-05
3,12,2019,0.0
3,12,2020,0.0
3,12,2021,0.0
3,12,2022,0.0
3,12,2023,4.413452202312649e-05
3,13,2000,4.303851947493006e-05
3,13,2001,0.0
3,13,2002,3.837151298875715e-05
3,13,2003,3.967151981592415e-05
3,13,2004,3.9840637450199205e-05
3,13,2005,0.0
3,13,2006,0.0
3,13,2007,4.377325454147516e-05
3,13,2008,4.14181577203446e-05
3,13,2009,0.0
3,13,2010,0.0
3,13,2011,0.0
3,13,2012,0.0
3,13,2013,0.0
3,13,2014,0.0
3,13,2015,0.0
3,13,2016,0.0
3,13,2017,0.0
3,13,2018,0.0
3,13,2019,0.0
3,13,2020,0.0
3,13,2021,4.610632117663332e-05
3,13,2022,4.4666785778095405e-05
3,13,2023,0.0
3,14,2000,4.150583156933549e-05
3,14,2001,3.994886545222116e-05
3,14,2002,3.752626838787151e-05
3,14,2003,0.0
3,14,2004,6.810133478616181e-05
3,14,2005,3.445780641604355e-05
3,14,2006,0.0
3,14,2007,0.0
3,14,2008,0.0
3,14,2009,0.0
3,14,2010,0.0
3,14,2011,0.0
3,14,2012,3.779003854583932e-05
3,14,2013,3.8009806530084765e-05
3,14,2014,0.0
3,14,2015,3.6038633415020904e-05
3,14,2016,0.0
3,14,2017,3.287959492339054e-05
3,14,2018,0.0
3,14,2019,0.0
3,14,2020,3.052223544852425e-05
3,14,2021,5.989458552946814e-05
3,14,2022,0.0
3,14,2023,0.0
3,15,2000,0.0
3,15,2001,5.148005148005148e-05
3,15,2002,4.9975012493753125e-05
3,15,2003,0.0
3,15,2004,9.809691975671964e-05
3,15,2005,0.0
3,15,2006,0.00010112757243262376
3,15,2007,0.0
3,15,2008,4.892128565138692e-05
3,15,2009,0.0
3,15,2010,0.0
3,15,2011,4.1485169052063885e-05
3,15,2012,0.0
3,15,2013,0.0
3,15,2014,0.0
3,15,2015,0.0
3,15,2016,4.797083373309028e-05
3,15,2017,0.0
3,15,2018,4.3614794138171665e-05
3,15,2019,4.412089124200309e-05
3,15,2020,0.0
3,15,2021,0.0
3,15,2022,0.0
3,15,2023,9.83139163348572e-05
3,16,2000,5.0635475213934886e-05
3,16,2001,0.0001034875297526648
3,16,2002,0.0
3,16,2003,4.750593824228028e-05
3,16,2004,0.0
3,16,2005,0.0
3,16,2006,4.980327705563026e-05
3,16,2007,4.845195988177722e-05
3,16,2008,0.0
3,16,2009,0.0
3,16,2010,0.0
3,16,2011,8.036970062286517e-05
3,16,2012,3.876720294630743e-05
3,16,2013,0.0
3,16,2014,0.0
3,16,2015,0.0
3,16,2016,3.6248957842462026e-05
3,16,2017,0.0
3,16,2018,0.00011720123451967028
3,16,2019,0.00012223942628962595
3,16,2020,0.0
3,16,2021,0.0
3,16,2022,4.172229639519359e-05
3,16,2023,3.9704597792424365e-05
3,17,2000,3.846597684348194e-05
3,17,2001,7.273520747717933e-05
3,17,2002,0.0
3,17,2003,3.356943838329585e-05
3,17,2004,3.3317785033650966e-05
3,17,2005,6.404098623118796e-05
3,17,2006,6.334927623451902e-05
3,17,2007,0.00012360175514492306
3,17,2008,0.00014895729890764648
3,17,2009,0.00014795817715525746
3,17,2010,0.0001520527116066903
3,17,2011,0.0
3,17,2012,0.0
3,17,2013,0.0
3,17,2014,0.00014949917775452235
3,17,2015,0.0
3,17,2016,5.0841425593573645e-05
3,17,2017,0.0
3,17,2018,9.48946669197191e-05
3,17,2019,9.074821906620083e-05
3,17,2020,4.143875352229405e-05
3,17,2021,4.266757690830738e-05
3,17,2022,0.0
3,17,2023,4.329004329004329e-05
3,18,2000,0.00013900472616068947
3,18,2001,4.763946453241866e-05
3,18,2002,0.0
3,18,2003,4.3335066736002776e-05
3,18,2004,0.00013164245908113564
3,18,2005,0.0
3,18,2006,4.503490204908804e-05
3,18,2007,0.0001440576230492197
3,18,2008,0.0
3,18,2009,0.00010073536818777072
3,18,2010,0.00010263252424693386
3,18,2011,4.924895345973898e-05
3,18,2012,9.440196356084207e-05
3,18,2013,0.0
3,18,2014,4.897879218298477e-05
3,18,2015,4.9453538400672565e-05
3,18,2016,0.0
3,18,2017,9.235742322789194e-05
3,18,2018,0.00017674870752507622
3,18,2019,8.555417718270094e-05
3,18,2020,7.999360051195904e-05
3,18,2021,0.0
3,18,2022,3.598287215285524e-05
3,18,2023,3.6235822734355186e-05
3,19,2000,0.00010548894124265973
3,19,2001,3.571301024963394e-05
3,19,2002,0.00014403514457527638
3,19,2003,3.8430498443564814e-05
3,19,2004,0.0
3,19,2005,0.0
3,19,2006,8.203781943475943e-05
3,19,2007,0.0
3,19,2008,0.0
3,19,2009,0.0
3,19,2010,0.00014345144168698896
3,19,2011,0.00010355540214014498
3,19,2012,0.0
3,19,2013,3.310271773312589e-05
3,19,2014,0.0
3,19,2015,3.154375118289067e-05
3,19,2016,0.0006670001667500417
3,19,2017,0.0003418219107844813
3,19,2018,0.00017274140611504577
3,19,2019,0.00016299918500407498
3,19,2020,0.00016616816218012627
3,19,2021,0.00034129692832764505
3,19,2022,0.00034305317324185246
3,19,2023,0.00035310734463276836
4,0,2000,0.0013089005235602095
4,0,2001,0.0024842346646283204
4,0,2002,0.0017428350116189002
4,0,2003,0.0015232292460015233
4,0,2004,0.0012865282117257857
4,0,2005,0.0013028103480364787
4,0,2006,0.0011125533098460968
4,0,2007,0.0017736786094359701
4,0,2008,0.002135991456034176
4,0,2009,0.001661681621801263
4,0,2010,0.0016291951775822744
4,0,2011,0.0011398794984530207
4,0,2012,0.0017614091273018414
4,0,2013,0.0007763975155279503
4,0,2014,0.0007411799584939224
4,0,2015,0.0020609450905343736
4,0,2016,0.0012024650533593868
4,0,2017,0.001041046995835812
4,0,2018,0.0015110305228165609
4,0,2019,0.0014925373134328358
4,0,2020,0.0010871534698314912
4,0,2021,0.0014919806042521448
4,0,2022,0.0015012197410395947
4,0,2023,0.0007673124880107424
4,1,2000,0.00037750094375235937
4,1,2001,0.0005572065378900445
4,1,2002,0.00018018018018018018
4,1,2003,0.0
4,1,2004,0.0003383522246658772
4,1,2005,0.0006875214850464077
4,1,2006,0.0003204101249599487
4,1,2007,0.0
4,1,2008,0.00030193236714975844
4,1,2009,0.00014863258026159333
4,1,2010,0.0002895613146083683
4,1,2011,0.000591715976331361
4,1,2012,0.0003009328919650918
4,1,2013,0.0006269592476489029
4,1,2014,0.0003082139004469102
4,1,2015,0.00031456432840515884
4,1,2016,0.0006101281269066504
4,1,2017,0.00031070374398011494
4,1,2018,0.000149678191887442
4,1,2019,0.00015304560759106213
4,1,2020,0.00030764497769573913
4,1,2021,0.0
4,1,2022,0.0003121585765568909
4,1,2023,0.0
4,2,2000,0.0
4,2,2001,0.00014564520827264782
4,2,2002,0.0005983545250560958
4,2,2003,0.0
4,2,2004,0.0
4,2,2005,0.00014349261013057828
4,2,2006,0.0
4,2,2007,0.0
4,2,2008,0.00046097111247695143
4,2,2009,0.00016204829039053638
4,2,2010,0.0
4,2,2011,0.00015964240102171138
4,2,2012,0.00015271838729383018
4,2,2013,0.0
4,2,2014,0.0
4,2,2015,0.00014755791648221928
4,2,2016,0.00030289262456459186
4,2,2017,0.0003101256008683517
4,2,2018,0.0
4,2,2019,0.0
4,2,2020,0.0002904443799012489
4,2,2021,0.0
4,2,2022,0.0
4,2,2023,0.0
4,3,2000,0.00013475272874275703
4,3,2001,0.0
4,3,2002,0.0
4,3,2003,0.00014583637159107482
4,3,2004,0.0
4,3,2005,0.0001657550140891762
4,3,2006,0.0
4,3,2007,0.0
4,3,2008,0.0
4,3,2009,0.00016553550736633007
4,3,2010,0.0001596678907871627
4,3,2011,0.0
4,3,2012,0.00014992503748125936
4,3,2013,0.0
4,3,2014,0.0
4,3,2015,0.00013363624214887077
4,3,2016,0.00013464386697185942
4,3,2017,0.00013099292638197538
4,3,2018,0.0
4,3,2019,0.0001366120218579235
4,3,2020,0.0
4,3,2021,0.0
4,3,2022,0.0
4,3,2023,0.0
4,4,2000,0.0
4,4,2001,0.0
4,4,2002,0.0
4,4,2003,0.00028042624789680314
4,4,2004,0.0
4,4,2005,0.0
4,4,2006,0.0001414227124876255
4,4,2007,0.0
4,4,2008,0.0
4,4,2009,0.0
4,4,2010,0.00014654161781946072
4,4,2011,0.0
4,4,2012,0.0
4,4,2013,0.0
4,4,2014,0.0
4,4,2015,0.0
4,4,2016,0.0
4,4,2017,0.0
4,4,2018,0.0
4,4,2019,0.0
4,4,2020,0.0003202562049639712
4,4,2021,0.00015377518068583732
4,4,2022,0.00014467592592592592
4,4,2023,0.0
4,5,2000,0.0
4,5,2001,0.0
4,5,2002,0.0
4,5,2003,0.0
4,5,2004,0.0
4,5,2005,0.00028814291888776836
4,5,2006,0.0
4,5,2007,0.0
4,5,2008,0.0
4,5,2009,0.0
4,5,2010,0.0
4,5,2011,0.0
4,5,2012,0.0
4,5,2013,0.00015144631228229593
4,5,2014,0.00016627868307283005
4,5,2015,0.0
4,5,2016,0.0
4,5,2017,0.0
4,5,2018,0.0
4,5,2019,0.0
4,5,2020,0.0001548467017652524
4,5,2021,0.0
4,5,2022,0.0
4,5,2023,0.00014150275930380644
4,6,2000,0.0
4,6,2001,0.0
4,6,2002,0.0
4,6,2003,0.0
4,6,2004,0.0002725909772386534
4,6,2005,0.00014343086632243257
4,6,2006,0.0
4,6,2007,0.0
4,6,2008,0.0
4,6,2009,0.0002771234585007621
4,6,2010,0.0
4,6,2011,0.0
4,6,2012,0.0
4,6,2013,0.0
4,6,2014,0.0
4,6,2015,0.0
4,6,2016,0.0
4,6,2017,0.0
4,6,2018,0.0
4,6,2019,0.0
4,6,2020,0.00015372790161414298
4,6,2021,0.0
4,6,2022,0.0
4,6,2023,0.0
4,7,2000,0.0
4,7,2001,0.0
4,7,2002,0.0
4,7,2003,0.0
4,7,2004,0.0
4,7,2005,0.00016223231667748214
4,7,2006,0.00015408320493066256
4,7,2007,0.0
4,7,2008,0.0
4,7,2009,0.0
4,7,2010,0.0
4,7,2011,0.0
4,7,2012,0.0
4,7,2013,0.00014727540500736376
4,7,2014,0.0
4,7,2015,0.0
4,7,2016,0.0001353546291283162
4,7,2017,0.0
4,7,2018,0.0
4,7,2019,0.0
4,7,2020,0.0
4,7,2021,0.0
4,7,2022,0.0
4,7,2023,0.0
4,8,2000,0.0
4,8,2001,0.0
4,8,2002,0.0
4,8,2003,0.0
4,8,2004,0.0
4,8,2005,0.0001558846453624318
4,8,2006,0.0
4,8,2007,0.0
4,8,2008,0.0
4,8,2009,0.0
4,8,2010,0.0
4,8,2011,0.00026486558071778574
4,8,2012,0.0
4,8,2013,0.0
4,8,2014,0.0
4,8,2015,0.00014357501794687725
4,8,2016,0.0
4,8,2017,0.0
4,8,2018,0.0
4,8,2019,0.0
4,8,2020,0.0
4,8,2021,0.0
4,8,2022,0.00013879250520471896
4,8,2023,0.0
4,9,2000,0.00022456770716370987
4,9,2001,0.0
4,9,2002,0.0002271178741766977
4,9,2003,0.00022993791676247414
4,9,2004,0.0
4,9,2005,0.0
4,9,2006,0.0
4,9,2007,0.0
4,9,2008,0.0
4,9,2009,0.0
4,9,2010,0.0
4,9,2011,0.0
4,9,2012,0.0
4,9,2013,0.0
4,9,2014,0.0
4,9,2015,0.0
4,9,2016,0.0
4,9,2017,0.0
4,9,2018,0.0
4,9,2019,0.0
4,9,2020,0.0
4,9,2021,0.0
4,9,2022,0.0
4,9,2023,0.0
4,10,2000,0.00021537798836958864
4,10,2001,0.0
4,10,2002,0.0
4,10,2003,0.0002002002002002002
4,10,2004,0.0
4,10,2005,0.00021070375052675939
4,10,2006,0.0
4,10,2007,0.0
4,10,2008,0.00024912805181863477
4,10,2009,0.0
4,10,2010,0.0
4,10,2011,0.0
4,10,2012,0.0002518257365902795
4,10,2013,0.00023792529145848205
4,10,2014,0.0
4,10,2015,0.0
4,10,2016,0.0
4,10,2017,0.0
4,10,2018,0.0
4,10,2019,0.0
4,10,2020,0.0
4,10,2021,0.0
4,10,2022,0.0
4,10,2023,0.0
4,11,2000,0.0
4,11,2001,0.0
4,11,2002,0.0
4,11,2003,0.00018321729571271528
4,11,2004,0.0
4,11,2005,0.0
4,11,2006,0.0
4,11,2007,0.0
4,11,2008,0.0
4,11,2009,0.0
4,11,2010,0.0
4,11,2011,0.0
4,11,2012,0.0
4,11,2013,0.0
4,11,2014,0.0
4,11,2015,0.0
4,11,2016,0.0
4,11,2017,0.00022629554197782303
4,11,2018,0.0
4,11,2019,0.0
4,11,2020,0.0002354603249352484
4,11,2021,0.00024679170779861795
4,11,2022,0.0
4,11,2023,0.0
4,12,2000,0.0
4,12,2001,0.0
4,12,2002,0.0
4,12,2003,0.00026371308016877635
4,12,2004,0.0
4,12,2005,0.0002482005460412013
4,12,2006,0.0
4,12,2007,0.0
4,12,2008,0.00021838829438742082
4,12,2009,0.0002143163309044149
4,12,2010,0.0
4,12,2011,0.0
4,12,2012,0.0
4,12,2013,0.0
4,12,2014,0.0
4,12,2015,0.0
4,12,2016,0.0
4,12,2017,0.0
4,12,2018,0.0
4,12,2019,0.0
4,12,2020,0.0
4,12,2021,0.00025119316754584274
4,12,2022,0.0
4,12,2023,0.00022381378692927484
4,13,2000,0.0
4,13,2001,0.0004186728072011723
4,13,2002,0.0
4,13,2003,0.0
4,13,2004,0.00020802995631370917
4,13,2005,0.00020312817387771684
4,13,2006,0.0
4,13,2007,0.0001996007984031936
4,13,2008,0.0
4,13,2009,0.0
4,13,2010,0.00019896538002387584
4,13,2011,0.0
4,13,2012,0.0
4,13,2013,0.0
4,13,2014,0.0
4,13,2015,0.0001858736059479554
4,13,2016,0.0005238344683080147
4,13,2017,0.0
4,13,2018,0.0002248201438848921
4,13,2019,0.0
4,13,2020,0.0
4,13,2021,0.0
4,13,2022,0.0
4,13,2023,0.0
4,14,2000,0.0
4,14,2001,0.0
4,14,2002,0.0
4,14,2003,0.00022851919561243144
4,14,2004,0.00023239600278875203
4,14,2005,0.00023618327822390176
4,14,2006,0.0004939491232403062
4,14,2007,0.0
4,14,2008,0.0
4,14,2009,0.0
4,14,2010,0.0
4,14,2011,0.0002598752598752599
4,14,2012,0.0
4,14,2013,0.0
4,14,2014,0.0
4,14,2015,0.0
4,14,2016,0.00022336385972749609
4,14,2017,0.00021872265966754156
4,14,2018,0.0
4,14,2019,0.00020470829068577277
4,14,2020,0.0
4,14,2021,0.0
4,14,2022,0.0
4,14,2023,0.0
4,15,2000,0.0
4,15,2001,0.0
4,15,2002,0.0
4,15,2003,0.0
4,15,2004,0.0
4,15,2005,0.00025799793601651185
4,15,2006,0.0002420721374969741
4,15,2007,0.00022753128555176336
4,15,2008,0.0
4,15,2009,0.0
4,15,2010,0.0
4,15,2011,0.0002144082332761578
4,15,2012,0.0
4,15,2013,0.0002055076037813399
4,15,2014,0.0
4,15,2015,0.0
4,15,2016,0.0001926040061633282
4,15,2017,0.00020271639975674033
4,15,2018,0.0001850481125092524
4,15,2019,0.0
4,15,2020,0.00018832391713747646
4,15,2021,0.0
4,15,2022,0.00018034265103697024
4,15,2023,0.00018765246762994934
4,16,2000,0.0
4,16,2001,0.0
4,16,2002,0.00019102196752626553
4,16,2003,0.0005217391304347826
4,16,2004,0.0
4,16,2005,0.0001752541184717841
4,16,2006,0.00017614937466971993
4,16,2007,0.0
4,16,2008,0.00036961744594344855
4,16,2009,0.0005435767349157456
4,16,2010,0.00017322016282695306
4,16,2011,0.0001733102253032929
4,16,2012,0.0
4,16,2013,0.0
4,16,2014,0.0
4,16,2015,0.0
4,16,2016,0.0
4,16,2017,0.0
4,16,2018,0.0
4,16,2019,0.0001856665428889714
4,16,2020,0.0
4,16,2021,0.0
4,16,2022,0.0
4,16,2023,0.0
4,17,2000,0.0
4,17,2001,0.00017455053237912376
4,17,2002,0.0008784258608573436
4,17,2003,0.0
4,17,2004,0.0
4,17,2005,0.00016249593760155997
4,17,2006,0.0
4,17,2007,0.00033239155725444574
4,17,2008,0.0
4,17,2009,0.0
4,17,2010,0.0003621876131836291
4,17,2011,0.00019227071716977504
4,17,2012,0.0
4,17,2013,0.00019573302016050108
4,17,2014,0.00019219680953296174
4,17,2015,0.0
4,17,2016,0.00017674089784376105
4,17,2017,0.0
4,17,2018,0.00017482517482517483
4,17,2019,0.00034352456200618345
4,17,2020,0.0003589375448671931
4,17,2021,0.00017695983011856308
4,17,2022,0.00017677214071062401
4,17,2023,0.0
4,18,2000,0.00033585222502099076
4,18,2001,0.00015571473061351605
4,18,2002,0.00016302575806977502
4,18,2003,0.0
4,18,2004,0.0
4,18,2005,0.00015179113539769278
4,18,2006,0.00014545454545454546
4,18,2007,0.00014682131845543972
4,18,2008,0.000819000819000819
4,18,2009,0.00038872691933916425
4,18,2010,0.0
4,18,2011,0.0
4,18,2012,0.00017295053614666206
4,18,2013,0.0
4,18,2014,0.000177367860943597
4,18,2015,0.0
4,18,2016,0.0
4,18,2017,0.0001852537977028529
4,18,2018,0.0
4,18,2019,0.0
4,18,2020,0.00017482517482517483
4,18,2021,0.00017670966601873123
4,18,2022,0.0
4,18,2023,0.00017064846416382253
4,19,2000,0.0005446623093681918
4,19,2001,0.00018716077110237696
4,19,2002,0.00039161934599569217
4,19,2003,0.0
4,19,2004,0.0001866019779809666
4,19,2005,0.00038138825324180017
4,19,2006,0.00019164430816404754
